scenario_name,settlement_id,visit_classification,team_count,first_observed_at,last_observed_at,dwell_duration_minutes,eligible_gps_point_count,nearest_attribution_distance_m,confidence_class,ambiguous_attribution_count
baseline_30m,S00142,visited,1,2026-03-13 11:14:00,2026-03-13 11:31:00,17.0,18,1.23642517661063,high,0
baseline_30m,S00143,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00144,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00145,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00146,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00147,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00148,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00149,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00150,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00151,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00152,visited,1,2026-03-11 07:35:00,2026-03-11 08:07:00,32.0,33,3.02742950035882,high,0
baseline_30m,S00153,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00154,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00155,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00156,visited,1,2026-03-13 12:20:00,2026-03-13 12:40:00,20.0,21,1.53253312931461,high,0
baseline_30m,S00157,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00158,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00159,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00160,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00161,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00162,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00163,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00164,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00165,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00166,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00167,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00168,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00169,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00170,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00171,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00172,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00173,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00174,ambiguous,1,2026-03-12 07:02:00,2026-03-12 07:16:00,0.0,15,3.46168991658729,ambiguous,0
baseline_30m,S00175,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00176,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00177,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00178,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00179,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00180,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00181,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00182,visited,1,2026-03-10 07:12:00,2026-03-10 07:34:00,22.0,21,2.9150030558884,high,0
baseline_30m,S00183,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00184,visited,1,2026-03-13 15:48:00,2026-03-13 16:16:00,28.0,29,0.89176327414473,high,0
baseline_30m,S00185,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00186,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00187,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00188,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00189,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00190,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00191,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00192,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00193,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00194,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00195,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00196,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00197,visited,1,2026-03-11 12:03:00,2026-03-11 12:35:00,32.0,33,1.71140219929421,high,0
baseline_30m,S00198,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00199,ambiguous,1,2026-03-13 13:52:00,2026-03-13 14:06:00,0.0,15,2.73512899204677,ambiguous,0
baseline_30m,S00200,visited,1,2026-03-13 09:47:00,2026-03-13 10:07:00,20.0,21,4.82827501756239,high,0
baseline_30m,S00201,visited,1,2026-03-13 14:37:00,2026-03-13 15:08:00,31.0,30,1.2257829800641,high,0
baseline_30m,S00202,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00203,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00204,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00205,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00206,unvisited,0,,,0.0,0,2.52738979216422,review,0
baseline_30m,S00207,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00208,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00209,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00210,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00211,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00212,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00213,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00214,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00215,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00216,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00217,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00218,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00219,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00220,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00221,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00222,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00223,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00224,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00225,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00226,unvisited,0,,,0.0,0,19.901210076738,review,0
baseline_30m,S00227,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00228,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00229,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00230,visited,1,2026-03-11 12:42:00,2026-03-11 13:07:00,25.0,13,11.9589689134339,high,0
baseline_30m,S00231,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00232,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00233,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00234,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00235,ambiguous,1,2026-03-11 08:21:00,2026-03-11 08:21:00,0.0,1,23.6114733910166,ambiguous,0
baseline_30m,S00236,visited,1,2026-03-13 08:46:00,2026-03-13 09:01:00,15.0,5,10.0480770079524,high,0
baseline_30m,S00237,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00238,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00239,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00240,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00241,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00242,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00243,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00244,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00245,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00246,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00247,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00248,visited,1,2026-03-12 07:40:00,2026-03-12 08:08:00,28.0,12,8.56313379164725,high,0
baseline_30m,S00249,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00250,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00251,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00252,unvisited,0,,,0.0,0,6.07814871771315,review,0
baseline_30m,S00253,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00254,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00255,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00256,ambiguous,1,2026-03-12 11:16:00,2026-03-12 11:16:00,0.0,1,20.776660541199,ambiguous,0
baseline_30m,S00257,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00258,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00259,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00260,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00261,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00262,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00263,visited,1,2026-03-11 17:44:00,2026-03-11 18:10:00,26.0,11,6.02482719705612,high,0
baseline_30m,S00264,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00265,unvisited,0,,,0.0,0,11.6443213666181,review,0
baseline_30m,S00266,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00267,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00268,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00269,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00270,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00271,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00272,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00273,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00274,visited,1,2026-03-12 10:15:00,2026-03-12 10:41:00,26.0,10,4.25205091846953,high,0
baseline_30m,S00275,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00276,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00277,ambiguous,1,2026-03-12 17:34:00,2026-03-12 17:34:00,0.0,1,26.4546549377994,ambiguous,0
baseline_30m,S00278,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00279,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00280,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00281,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00282,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00283,ambiguous,1,2026-03-12 12:52:00,2026-03-12 13:05:00,0.0,6,11.4655115117278,ambiguous,0
baseline_30m,S00284,visited,1,2026-03-11 13:41:00,2026-03-11 14:02:00,21.0,9,4.13769118433385,high,0
baseline_30m,S00285,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00286,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00287,unvisited,0,,,0.0,0,9.74835515817165,review,0
baseline_30m,S00288,visited,1,2026-03-10 07:15:00,2026-03-10 07:31:00,16.0,9,11.6358984410538,high,0
baseline_30m,S00289,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00290,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00291,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00292,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00293,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00294,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00295,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00296,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00297,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00298,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00299,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00300,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00301,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00302,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00303,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00304,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00305,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00306,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00307,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00308,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00309,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00310,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00311,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00312,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00313,visited,1,2026-03-11 07:40:00,2026-03-11 08:03:00,23.0,8,11.797696048901,high,0
baseline_30m,S00314,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00315,unvisited,0,,,0.0,0,3.57597775772796,review,0
baseline_30m,S00316,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00317,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00318,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00319,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00320,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00321,visited,1,2026-03-13 07:26:00,2026-03-13 07:47:00,21.0,7,6.80430363981186,high,0
baseline_30m,S00322,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00323,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00324,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00325,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00326,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00327,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00328,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00329,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00330,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00331,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00332,visited,1,2026-03-13 18:40:00,2026-03-13 19:00:00,20.0,21,2.29371154241587,high,0
baseline_30m,S00333,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00334,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00335,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00336,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00337,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00338,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00339,unvisited,0,,,0.0,0,1.80008905056135,review,0
baseline_30m,S00340,visited,1,2026-03-13 11:07:00,2026-03-13 11:27:00,20.0,21,2.65368929224072,high,0
baseline_30m,S00341,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00342,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00343,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00344,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00345,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00346,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00347,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00348,unvisited,0,,,0.0,0,4.08588730617737,review,0
baseline_30m,S00349,visited,1,2026-03-12 14:21:00,2026-03-12 14:41:00,20.0,21,1.82324317887858,high,0
baseline_30m,S00350,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00351,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00352,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00353,unvisited,0,,,0.0,0,,review,0
